real_isolate_id,project,source,date_isolated,genome_sequence
MBR-16,LDRD- Produced Water Reuse,"MBR sludge -Day 118, TDS 29g/L",2019-09-20,
MBR-160,LDRD- Produced Water Reuse,MBR sludge (6/30/2020),2020-08-07,
MBR-161,LDRD- Produced Water Reuse,MBR sludge (6/30/2020),2020-08-07,
MBR-162,LDRD- Produced Water Reuse,MBR sludge (6/30/2020),2020-08-07,
MBR-163,LDRD- Produced Water Reuse,MBR sludge (6/30/2020),2020-08-07,
MBR-164,LDRD- Produced Water Reuse,MBR sludge (6/30/2020),2020-08-05,
MBR-165,LDRD- Produced Water Reuse,MBR sludge (6/30/2020),2020-08-05,
MBR-166,LDRD- Produced Water Reuse,MBR sludge (7/7/2020),2020-08-05,
MBR-167,LDRD- Produced Water Reuse,MBR sludge (7/7/2020),2020-08-05,
MBR-169,LDRD- Produced Water Reuse,MBR sludge (7/7/2020),2020-08-05,
MBR-17,LDRD- Produced Water Reuse,"MBR sludge -Day 118, TDS 29g/L",2019-09-20,
MBR-170,LDRD- Produced Water Reuse,MBR sludge (7/7/2020),2020-08-07,
MBR-171,LDRD- Produced Water Reuse,MBR sludge (7/7/2020),2020-08-07,
MBR-172,LDRD- Produced Water Reuse,MBR sludge (7/7/2020),2020-08-07,
MBR-173,LDRD- Produced Water Reuse,MBR sludge (7/7/2020),2020-08-07,
MBR-174,LDRD- Produced Water Reuse,MBR sludge (7/7/2020),2020-08-07,
MBR-175,LDRD- Produced Water Reuse,MBR sludge (7/7/2020),2020-08-05,
MBR-176,LDRD- Produced Water Reuse,MBR sludge (7/7/2020),2020-08-05,
MBR-177,LDRD- Produced Water Reuse,MBR sludge (7/7/2020),2020-09-02,
MBR-178,LDRD- Produced Water Reuse,MBR sludge (7/7/2020),2020-09-02,
MBR-179,LDRD- Produced Water Reuse,MBR sludge (7/7/2020),2020-09-02,
MBR-18,LDRD- Produced Water Reuse,"MBR sludge -Day 184, TDS 50g/L",2019-11-06,
MBR-180,LDRD- Produced Water Reuse,MBR sludge (7/7/2020),2020-09-02,
MBR-181,LDRD- Produced Water Reuse,MBR sludge (7/7/2020),2020-09-02,
MBR-182,LDRD- Produced Water Reuse,MBR sludge (7/7/2020),2020-09-02,
MBR-183,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-184,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-185,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-186,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-187,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-188,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-189,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-190,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-191,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-192,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-193,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-194,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-195,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-196,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-197,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-198,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-199,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-20,LDRD- Produced Water Reuse,"MBR sludge -Day 184, TDS 50g/L",2019-11-06,
MBR-200,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-201,LDRD- Produced Water Reuse,MBR sludge (7/28/2020),2020-09-02,
MBR-21,LDRD- Produced Water Reuse,"MBR sludge -Day 184, TDS 50g/L",2019-11-06,
MBR-22,LDRD- Produced Water Reuse,"MBR sludge -Day 184, TDS 50g/L",2019-11-06,
MBR-24,LDRD- Produced Water Reuse,"MBR sludge -Day 184, TDS 50g/L",2019-11-06,
MBR-25,LDRD- Produced Water Reuse,"MBR sludge -Day 184, TDS 50g/L",2019-11-06,
MBR-27,LDRD- Produced Water Reuse,"MBR sludge -Day 184, TDS 50g/L",2019-11-06,
MBR-33,LDRD- Produced Water Reuse,"MBR sludge -Day 206, TDS 60g/L",2019-12-09,
MBR-34,LDRD- Produced Water Reuse,"MBR sludge -Day 206, TDS 60g/L",2019-12-09,
MBR-35,LDRD- Produced Water Reuse,"MBR sludge -Day 206, TDS 60g/L",2019-12-09,
MBR-36,LDRD- Produced Water Reuse,"MBR sludge -Day 206, TDS 60g/L",2019-12-09,
MBR-38,LDRD- Produced Water Reuse,"MBR sludge -Day 206, TDS 60g/L",2019-12-09,
MBR-41,LDRD- Produced Water Reuse,"MBR sludge -Day 206, TDS 60g/L",2019-12-09,
MBR-43,LDRD- Produced Water Reuse,"MBR sludge -Day 206, TDS 60g/L",2019-12-09,
MBR-45,LDRD- Produced Water Reuse,"MBR sludge -Day 206, TDS 60g/L",2019-12-09,
MBR-46,LDRD- Produced Water Reuse,"MBR sludge -Day 206, TDS 60g/L",2019-12-09,
MBR-47,LDRD- Produced Water Reuse,"MBR sludge -Day 206, TDS 60g/L",2019-12-09,
MBR-48,LDRD- Produced Water Reuse,"MBR sludge -Day 206, TDS 60g/L",2019-12-09,
MBR-49,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-5,LDRD- Produced Water Reuse,"MBR sludge -Day 118, TDS 29g/L",2019-09-20,
MBR-50,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-51,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-53,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-54,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-55,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-56,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-58,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-59,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-6,,"MBR sludge -Day 118, TDS 29g/L",2019-09-20,
MBR-61,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-62,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-63,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-64,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-65,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-66,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-68,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-69,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-70,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-71,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-73,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-74,LDRD- Produced Water Reuse,"MBR sludge -Day 250, TDS 80g/L",2020-01-26,
MBR-78,LDRD- Produced Water Reuse,"MBR sludge -Day 291, TDS 90g/L",2020-03-16,
MBR-79,LDRD- Produced Water Reuse,"MBR sludge -Day 291, TDS 90g/L",2020-03-16,
MBR-8,LDRD- Produced Water Reuse,"MBR sludge -Day 118, TDS 29g/L",2019-09-20,
MBR-81,LDRD- Produced Water Reuse,"MBR sludge -Day 291, TDS 90g/L",2020-03-16,
MBR-82,LDRD- Produced Water Reuse,"MBR sludge -Day 291, TDS 90g/L",2020-03-16,
MBR-84,LDRD- Produced Water Reuse,"MBR sludge -Day 291, TDS 90g/L",2020-03-16,
MBR-89,LDRD- Produced Water Reuse,"MBR sludge -Day 291, TDS 90g/L",2020-03-16,
MBR-9,LDRD- Produced Water Reuse,"MBR sludge -Day 118, TDS 29g/L",2019-09-20,
MBR-90,LDRD- Produced Water Reuse,"MBR sludge -Day 291, TDS 90g/L",2020-03-16,
MBR-91,LDRD- Produced Water Reuse,"MBR sludge -Day 291, TDS 90g/L",2020-03-16,
MBR-92,LDRD- Produced Water Reuse,"MBR sludge -Day 291, TDS 90g/L",2020-03-16,
MBR-93,LDRD- Produced Water Reuse,"MBR sludge -Day 291, TDS 90g/L",2020-03-16,
MBR-94,LDRD- Produced Water Reuse,"MBR sludge -Day 291, TDS 90g/L",2020-03-16,
MBR-95,LDRD- Produced Water Reuse,"MBR sludge -Day 291, TDS 90g/L",2020-03-16,
MBR-99,LDRD- Produced Water Reuse,"MBR sludge -Day 291, TDS 90g/L",2020-03-16,
MBR-R2A-1,LDRD- Produced Water Reuse,Rehaibacterium enrichment from MBR sludge (12/3/2019),2020-10-12,
MBR-R2A-2,LDRD- Produced Water Reuse,Rehaibacterium enrichment from MBR sludge (12/3/2019),2020-10-08,
MBR-R2A-3,LDRD- Produced Water Reuse,Rehaibacterium enrichment from MBR sludge (12/3/2019),2020-10-12,
MBR-R2A-6,LDRD- Produced Water Reuse,Rehaibacterium enrichment from MBR sludge (12/3/2019),2020-10-12,
MBR-R2A-7,LDRD- Produced Water Reuse,Rehaibacterium enrichment from MBR sludge (12/3/2019),2020-10-12,
MBR-TSA-1,LDRD- Produced Water Reuse,Rehaibacterium enrichment from MBR sludge (12/3/2019),2020-10-08,
MBR-TSA-2,LDRD- Produced Water Reuse,Rehaibacterium enrichment from MBR sludge (12/3/2019),2020-10-12,
MBR-TSA-4,LDRD- Produced Water Reuse,Rehaibacterium enrichment from MBR sludge (12/3/2019),2020-10-08,
MBR-TSA-5,LDRD- Produced Water Reuse,Rehaibacterium enrichment from MBR sludge (12/3/2019),2020-10-12,
MBR-TSA-6,LDRD- Produced Water Reuse,Rehaibacterium enrichment from MBR sludge (12/3/2019),2020-10-12,
ME-MA-3.3b-1,LDRD- Produced Water Reuse,Methylophaga enrichment experiments (with MeOH and TMA),2020-10-29,
ME-MA-3.3b-2,LDRD- Produced Water Reuse,Methylophaga enrichment experiments (with MeOH and TMA),2020-10-29,
ME-MA-4.2a-1,LDRD- Produced Water Reuse,Methylophaga enrichment experiments (with MeOH and TMA),2020-10-29,
ME-MA-4.2a-2,LDRD- Produced Water Reuse,Methylophaga enrichment experiments (with MeOH and TMA),2020-10-29,
ME-MA-4.2b-1,LDRD- Produced Water Reuse,Methylophaga enrichment experiments (with MeOH and TMA),2020-10-29,
ME-MA-4.2b-2,LDRD- Produced Water Reuse,Methylophaga enrichment experiments (with MeOH and TMA),2020-10-29,
ME-MA-5.2a-3,LDRD- Produced Water Reuse,Methylophaga enrichment experiments (with MeOH and TMA),2020-10-29,
ME-MeOH-2.3a-1,LDRD- Produced Water Reuse,Methylophaga enrichment experiments (with MeOH and TMA),2020-10-29,
ME-MeOH-2.3a-2,LDRD- Produced Water Reuse,Methylophaga enrichment experiments (with MeOH and TMA),2020-10-29,
ME-MeOH-3.3a-1,LDRD- Produced Water Reuse,Methylophaga enrichment experiments (with MeOH and TMA),2020-10-29,
ME-MeOH-3.3a-3,LDRD- Produced Water Reuse,Methylophaga enrichment experiments (with MeOH and TMA),2020-10-29,
ME-MeOH-4.2a-1,LDRD- Produced Water Reuse,Methylophaga enrichment experiments (with MeOH and TMA),2020-10-29,
ME-MeOH-4.2a-2,LDRD- Produced Water Reuse,Methylophaga enrichment experiments (with MeOH and TMA),2020-10-29,
ME-MeOH-6.2a-2,LDRD- Produced Water Reuse,Methylophaga enrichment experiments (with MeOH and TMA),2020-10-29,
ME-MeOH-6.2a-3,LDRD- Produced Water Reuse,Methylophaga enrichment experiments (with MeOH and TMA),2020-10-29,
ME-TMA-1.3b-4,LDRD- Produced Water Reuse,Methylophaga enrichment experiments (with MeOH and TMA),2020-10-29,
N.E.,SRB isolates,,,
N.I,SRB isolates,,,
N.P. ,SRB isolates,,,
N.Q.,SRB isolates,,,
Origin,,,,
PW-10,LDRD- Produced Water Reuse,PW1 (CO),2019-09-20,
PW-11,LDRD- Produced Water Reuse,PW1 (CO),2019-09-20,
PW-12,LDRD- Produced Water Reuse,PW1 (CO),2019-09-20,
PW-13,LDRD- Produced Water Reuse,PW1 (CO),2019-09-20,
PW-14,LDRD- Produced Water Reuse,PW1 (CO),2019-09-20,
PW-15,LDRD- Produced Water Reuse,PW1 (CO),2019-09-20,
PW-16,LDRD- Produced Water Reuse,PW1 (CO),2019-09-20,
PW-17,LDRD- Produced Water Reuse,PW1 (CO),2019-09-20,
PW-18,LDRD- Produced Water Reuse,PW2 (CO),2019-09-20,
PW-19,LDRD- Produced Water Reuse,PW3 (CO),2019-11-06,
PW-20,LDRD- Produced Water Reuse,PW3 (CO),2019-11-06,
PW-23,LDRD- Produced Water Reuse,PW3 (CO),2019-11-06,
PW-24,LDRD- Produced Water Reuse,PW3 (CO),2019-11-06,
PW-26,LDRD- Produced Water Reuse,PW3 (CO),2019-11-06,
PW-27,LDRD- Produced Water Reuse,PW3 (CO),2019-11-06,
PW-28,LDRD- Produced Water Reuse,PW3 (CO),2019-11-06,
PW-29,LDRD- Produced Water Reuse,PW3 (CO),2019-11-06,
PW-3,LDRD- Produced Water Reuse,PW2 (CO),2019-09-20,
PW-30,LDRD- Produced Water Reuse,PW3 (CO),2019-11-06,
PW-32,LDRD- Produced Water Reuse,PW3 (CO),2019-11-06,
PW-33,LDRD- Produced Water Reuse,PW3 (CO),2019-11-06,
PW-34,LDRD- Produced Water Reuse,PW3 (CO),2019-11-06,
PW-35,LDRD- Produced Water Reuse,PW3 (CO),2019-11-06,
PW-36,LDRD- Produced Water Reuse,PW3 (CO),2019-11-06,
PW-37,LDRD- Produced Water Reuse,PW3 (CO),2019-11-06,
PW-38,LDRD- Produced Water Reuse,PW3 (CO),2019-11-06,
PW-4,LDRD- Produced Water Reuse,PW2 (CO),2019-09-20,
PW-40,LDRD- Produced Water Reuse,PW4 (CO),2019-12-09,
PW-41,LDRD- Produced Water Reuse,PW4 (CO),2019-12-09,
PW-44,LDRD- Produced Water Reuse,PW4 (CO),2019-12-09,
PW-45,LDRD- Produced Water Reuse,PW4 (CO),2019-12-09,
PW-46,LDRD- Produced Water Reuse,PW4 (CO),2019-12-09,
PW-5,LDRD- Produced Water Reuse,PW2 (CO),2019-09-20,
PW-6,LDRD- Produced Water Reuse,PW2 (CO),2019-09-20,
PW-9,LDRD- Produced Water Reuse,PW1 (CO),2019-09-20,
PWCA 1,LDRD- Produced Water Reuse,"PW- New York, CA",2020-03-16,
PWCA 2,LDRD- Produced Water Reuse,"PW- New York, CA",2020-03-16,
PWCA 3,LDRD- Produced Water Reuse,"PW- New York, CA",2020-03-16,
PWCA 5,LDRD- Produced Water Reuse,"PW- New York, CA",2020-03-16,
PWCA 6,LDRD- Produced Water Reuse,"PW- New York, CA",2020-03-16,
Q,SRB isolates,,,
Q- from natalie,SRB isolates,,,
RCC-3A0-G12-51.1,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-51.2,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-52,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-53.2,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-53.3,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-54,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-55,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-56.1,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-56.2,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-57.2,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-57.3,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-57.4,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-58,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-59.2,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-59.4,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-59.5,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-60.1,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-60.2,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-60.3,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-62,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-63,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-64.1,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-64.2,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-66.4,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-66.5,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-67.1,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-67.2,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-67.3,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-67.4,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-67.5,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-68.1,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-68.3,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-68.4,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-69.1,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-69.2,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-70,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-71,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-72.2,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-72.3,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-74.2,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G12-74.3,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-01,
RCC-3A0-G3-75,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G3-76,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G3-77,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G3-78,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G3-79,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G3-80,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G3-81,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G3-83.1,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G3-83.2,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G3-87,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G3-88,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G3-92,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G3-93,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G3-95,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-100.2,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-101,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-102,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-103,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-107,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-109,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-110,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-111,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-114,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-115,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-116,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-117,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-118,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-119,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-120,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-121,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-123,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-124,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-125,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-126,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-128,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-129,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-130,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-131,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-132,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-133,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-134,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-135,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3A0-G7-98,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2022-01-27,
RCC-3B2-H1-21,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B2-H1-40,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-11-01,
RCC-3B2-H1-45,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-11-01,
RCC-3B2-H2-24,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-11-01,
RCC-3B2-H2-26,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-11-01,
RCC-3B2-H2-27,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-11-01,
RCC-3B2-H2-28,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-11-01,
RCC-3B2-H2-29,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-11-01,
RCC-3B2-H2-39,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-11-01,
RCC-3B2-H4-11.1,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B2-H4-12,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B2-H4-13.1,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B2-H4-13.2,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B3-H5-05,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B3-H5-06.1,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B3-H5-06.2,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B3-H5-07,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B3-H5-08,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B3-H5-09,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B3-H5-10,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B4-H10-01,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B4-H10-02,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B4-H10-3.1,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B4-H10-3.2,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B4-H10-4.1,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B4-H10-4.2,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B8-H12-18,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B8-H12-19,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B8-H12-20,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-09-01,
RCC-3B8-H12-30,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-11-01,
RCC-3B8-H12-31,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-11-01,
RCC-3B8-H12-32,mCAFEs-Reduced Complexity Consortia isolations,RCC enrichments,2021-11-01,
